topic,name,weight,note,image_name
鬼妈妈,凯罗琳 琼斯,0.293899,女主。,凯罗琳 琼斯.png
鬼妈妈,匪思波,0.0700127,,匪思波.png
鬼妈妈,坏比 罗浮特,0.07966,小男孩。,坏比 罗浮特.png
鬼妈妈,妈妈,0.0700127,,妈妈.png
鬼妈妈,斯宾客,0.0700127,,斯宾客.png
鬼妈妈,查理 琼斯,0.0700127,,查理 琼斯.png
鬼妈妈,纽扣坏比,0.0426592,,纽扣坏比.png
鬼妈妈,纽扣妈妈,0.106445,,纽扣妈妈.png
鬼妈妈,纽扣波宾斯基,0.0402575,,纽扣波宾斯基.png
鬼妈妈,纽扣爸爸,0.0704167,,纽扣爸爸.png
鬼妈妈,罗浮特,0.0463546,,罗浮特.png
