topic,name,weight,note,image_name
寂静中的惊奇,丹尼,0.198034,在博物馆工作。,
寂静中的惊奇,伊莲,0.134629,,
寂静中的惊奇,华特,0.0837258,曾在博物馆工作，后来开书店，送了《大惊奇》给罗丝。,
寂静中的惊奇,杰米,0.0785194,,
寂静中的惊奇,比尔·罗贝尔,0.0837258,罗丝的丈夫，一起在听障学校，在印刷厂操纵大机器。,
寂静中的惊奇,班,0.201496,,
寂静中的惊奇,罗丝,0.21987,老太太，渴望到纽约生活。,
