topic,source,target,relation,note
寂静中的惊奇,丹尼,伊莲,情侣,
寂静中的惊奇,丹尼,班,父亲,
寂静中的惊奇,伊莲,班,母亲,
寂静中的惊奇,华特,罗丝,哥哥,
寂静中的惊奇,杰米,班,朋友,
寂静中的惊奇,比尔·罗贝尔,罗丝,丈夫,
寂静中的惊奇,罗丝,丹尼,母亲,
