topic,group_name,character_name
甄嬛传,后宫,
甄嬛传,太监,
甄嬛传,姑姑,
甄嬛传,朝廷大臣,
甄嬛传,爱新觉罗家族,
甄嬛传,爱新觉罗家族,爱新觉罗·允礼
甄嬛传,爱新觉罗家族,爱新觉罗·胤禛
甄嬛传,甄家,
