topic,name,weight,note,image_name
想见你,李子维,0.24026,不喜欢内向的陈韵如，但喜欢外向的黄雨萱性格，也因此喜欢被穿越后的陈韵如。,李子维.png
想见你,王诠胜,0.0930735,2010年出场，有李子维，努力追求黄雨萱。,王诠胜.png
想见你,莫俊杰,0.0930735,在1999年疑似杀死陈韵如。,莫俊杰.png
想见你,陈韵如,0.24026,17岁，女高中生。,陈韵如.png
想见你,黄雨萱,0.24026,2019年，27岁，男友王诠胜离世，开始听随声听。,黄雨萱.png
想见你,黄雨萱(小孩),0.0930735,1998年的小女孩，命中注定会遇到更加年长的李子维叔叔，和李子维差11岁。,黄雨萱(小孩).png
